导弹高度,导弹距离,导弹速度,导弹过载,导弹经度,导弹纬度,弹目距离,目标经度,目标纬度,目标高度,目标速度
27417.4496,101384.5015,1531.3724,0.1868,2.0337,0.3015,47729.328,2.0379,0.3078,23821.6944,680
27412.0214,101441.6779,1531.3013,0.1893,2.0337,0.3015,47640.9154,2.0379,0.3078,23821.2293,680
27406.5779,101498.8511,1531.2302,0.1917,2.0337,0.3016,47552.5054,2.0379,0.3078,23820.7644,680
27401.1192,101556.0211,1531.1591,0.1942,2.0337,0.3016,47464.098,2.0379,0.3078,23820.2997,680
27395.6453,101613.1878,1531.0879,0.1966,2.0337,0.3016,47375.6933,2.0379,0.3078,23819.835,680
27390.1564,101670.3514,1531.0167,0.1991,2.0337,0.3016,47287.2913,2.0379,0.3078,23819.3704,680
27384.6523,101727.5117,1530.9454,0.2015,2.0337,0.3016,47198.8919,2.0379,0.3078,23818.4417,680
27379.1332,101784.6689,1530.8741,0.204,2.0337,0.3016,47110.4952,2.0379,0.3078,23818.4417,680
27373.5991,101841.8229,1530.8028,0.2064,2.0337,0.3016,47022.1012,2.0379,0.3078,23817.9775,680
27368.0501,101898.9737,1530.7314,0.2088,2.0338,0.3016,46933.7099,2.0379,0.3078,23817.5134,680
27362.4863,101956.1214,1530.66,0.2113,2.0338,0.3016,46845.3212,2.0379,0.3078,23817.0494,680
27356.9075,102013.266,1530.5886,0.2137,2.0338,0.3016,46756.9353,2.0379,0.3078,23816.5856,680
27351.314,102070.4074,1530.5171,0.2162,2.0338,0.3016,46668.552,2.0379,0.3078,23816.1218,680
27345.7057,102127.5457,1530.4455,0.2186,2.0338,0.3016,46580.1714,2.0379,0.3078,23815.6582,680
27340.0827,102184.681,1530.3739,0.221,2.0338,0.3016,46491.7935,2.0379,0.3078,23815.1947,680
27334.4451,102241.8131,1530.3023,0.2235,2.0338,0.3017,46403.4184,2.0379,0.3078,23814.7313,680
27328.7928,102298.9422,1530.2306,0.2259,2.0338,0.3017,46315.0459,2.0379,0.3078,23813.8049,680
27323.126,102356.0682,1530.1589,0.2283,2.0338,0.3017,46226.6761,2.0379,0.3078,23813.8049,680
27317.4446,102413.1911,1530.0871,0.2308,2.0338,0.3017,46138.3091,2.0378,0.3078,23813.3418,680
27311.7488,102470.3111,1530.0152,0.2332,2.0338,0.3017,46049.9448,2.0378,0.3078,23812.8789,680
27306.0385,102527.4279,1529.9433,0.2356,2.0338,0.3017,45961.5831,2.0378,0.3078,23812.4161,680
27300.3139,102584.5418,1529.8714,0.2381,2.0338,0.3017,45873.2243,2.0378,0.3078,23811.9534,680
27294.5749,102641.6526,1529.7994,0.2405,2.0338,0.3017,45784.8681,2.0378,0.3078,23811.4908,680
27288.8216,102698.7605,1529.7274,0.2429,2.0338,0.3017,45696.5147,2.0378,0.3078,23804.3048,680
27283.0541,102755.8654,1529.6553,0.2454,2.0338,0.3017,45608.1641,2.0378,0.3077,23810.1038,680
27277.2723,102812.9673,1529.5831,0.2478,2.0338,0.3017,45519.8161,2.0378,0.3077,23810.1038,680
27271.4764,102870.0662,1529.5109,0.2502,2.0338,0.3017,45431.471,2.0378,0.3077,23809.6417,680
27265.6664,102927.1622,1529.4386,0.2527,2.0338,0.3018,45343.1286,2.0378,0.3077,23809.1797,680
27259.8424,102984.2553,1529.3663,0.2551,2.0339,0.3018,45254.7889,2.0378,0.3077,23808.7178,680
27254.0043,103041.3454,1529.2939,0.2575,2.0339,0.3018,45166.452,2.0378,0.3077,23808.256,680
27248.1522,103098.4326,1529.2214,0.2599,2.0339,0.3018,45078.1179,2.0378,0.3077,23807.7944,680
27242.2862,103155.5169,1529.1489,0.2624,2.0339,0.3018,44989.7865,2.0378,0.3077,23807.3328,680
27236.4063,103212.5983,1529.0764,0.2648,2.0339,0.3018,44901.4579,2.0378,0.3077,23806.8714,680
27230.5126,103269.6768,1529.0037,0.2672,2.0339,0.3018,44813.1321,2.0378,0.3077,23806.4101,680
27224.6051,103326.7525,1528.931,0.2697,2.0339,0.3018,44724.8091,2.0378,0.3077,23805.9489,680
27218.6838,103383.8252,1528.8582,0.2721,2.0339,0.3018,44636.4889,2.0378,0.3077,23805.4879,680
27212.7488,103440.8952,1528.7854,0.2745,2.0339,0.3018,44548.1715,2.0378,0.3077,23805.0269,680
27206.8002,103497.9622,1528.7125,0.2769,2.0339,0.3018,44459.8568,2.0378,0.3077,23804.5661,680
27200.838,103555.0265,1528.6395,0.2794,2.0339,0.3018,44371.545,2.0378,0.3077,23804.1053,680
27194.8622,103612.0879,1528.5665,0.2818,2.0339,0.3019,44283.236,2.0378,0.3077,23803.6447,680
27188.8728,103669.1465,1528.4934,0.2842,2.0339,0.3019,44194.9298,2.0378,0.3077,23803.1842,680
27182.87,103726.2024,1528.4202,0.2866,2.0339,0.3019,44106.6264,2.0378,0.3077,23802.7239,680
27176.8538,103783.2554,1528.347,0.289,2.0339,0.3019,44018.3258,2.0378,0.3077,23802.2636,680
27170.8242,103840.3056,1528.2736,0.2915,2.0339,0.3019,43930.0281,2.0378,0.3077,23801.8035,680
27164.7812,103897.3531,1528.2003,0.2939,2.0339,0.3019,43841.7332,2.0378,0.3077,23801.3434,680
27158.725,103954.3978,1528.1268,0.2963,2.0339,0.3019,43753.4411,2.0378,0.3077,23800.8835,680
27152.6555,104011.4398,1528.0532,0.2987,2.034,0.3019,43665.1519,2.0378,0.3077,23800.4237,680
27146.5728,104068.479,1527.9796,0.3011,2.034,0.3019,43576.8655,2.0378,0.3077,23799.9641,680
27140.477,104125.5155,1527.9059,0.3036,2.034,0.3019,43488.5819,2.0378,0.3077,23799.5045,680
27134.368,104182.5493,1527.8321,0.306,2.034,0.3019,43400.3013,2.0378,0.3077,23799.0451,680
27128.246,104239.5804,1527.7583,0.3084,2.034,0.3019,43312.0234,2.0378,0.3077,23798.5857,680
27122.1109,104296.6088,1527.6844,0.3108,2.034,0.3019,43223.7485,2.0378,0.3077,23798.1265,680
27115.9629,104353.6344,1527.6103,0.3132,2.034,0.302,43135.4764,2.0378,0.3076,23797.6674,680
27109.8019,104410.6575,1527.5363,0.3157,2.034,0.302,43047.2072,2.0378,0.3076,23797.2084,680
27103.628,104467.6778,1527.4621,0.3181,2.034,0.302,42958.9409,2.0378,0.3076,23796.7496,680
27097.4414,104524.6955,1527.3878,0.3205,2.034,0.302,42870.6775,2.0378,0.3076,23796.2908,680
27091.2419,104581.7105,1527.3135,0.3229,2.034,0.302,42782.4169,2.0378,0.3076,23795.8322,680
27085.0296,104638.7229,1527.239,0.3253,2.034,0.302,42694.1593,2.0378,0.3076,23795.3737,680
27078.8047,104695.7326,1527.1645,0.3277,2.034,0.302,42605.9045,2.0378,0.3076,23794.9153,680
27072.5671,104752.7397,1527.0899,0.3302,2.034,0.302,42517.6527,2.0378,0.3076,23794.457,680
27066.3169,104809.7442,1527.0152,0.3326,2.034,0.302,42429.4038,2.0378,0.3076,23793.9988,680
27060.0541,104866.7462,1526.9405,0.335,2.034,0.302,42341.1578,2.0377,0.3076,23793.5407,680
27053.7788,104923.7455,1526.8656,0.3374,2.034,0.302,42252.9147,2.0377,0.3076,23793.0828,680
27047.491,104980.7422,1526.7906,0.3398,2.034,0.302,42164.6745,2.0377,0.3076,23792.625,680
27041.1908,105037.7364,1526.7156,0.3422,2.034,0.3021,42076.4373,2.0377,0.3076,23792.1673,680
27034.8782,105094.728,1526.6404,0.3446,2.0341,0.3021,41988.203,2.0377,0.3076,23791.2522,680
27028.5533,105151.717,1526.5652,0.3471,2.0341,0.3021,41899.9717,2.0377,0.3076,23791.2522,680
27022.216,105208.7035,1526.4899,0.3495,2.0341,0.3021,41811.7433,2.0377,0.3076,23790.7949,680
27015.8665,105265.6874,1526.4144,0.3519,2.0341,0.3021,41723.5178,2.0377,0.3076,23790.3376,680
27009.5048,105322.6689,1526.3389,0.3543,2.0341,0.3021,41635.2954,2.0377,0.3076,23789.8805,680
27003.1309,105379.6478,1526.2633,0.3567,2.0341,0.3021,41547.0758,2.0377,0.3076,23789.4235,680
26996.745,105436.6241,1526.1876,0.3591,2.0341,0.3021,41458.8593,2.0377,0.3076,23788.9666,680
26990.3469,105493.598,1526.1118,0.3615,2.0341,0.3021,41370.6457,2.0377,0.3076,23788.5098,680
26983.9368,105550.5694,1526.0359,0.364,2.0341,0.3021,41282.4352,2.0377,0.3076,23788.0531,680
26977.5148,105607.5383,1525.9599,0.3664,2.0341,0.3021,41194.2276,2.0377,0.3076,23787.5966,680
26971.0808,105664.5047,1525.8838,0.3688,2.0341,0.3021,41106.023,2.0377,0.3076,23787.1402,680
26964.6349,105721.4687,1525.8075,0.3712,2.0341,0.3021,41017.8213,2.0377,0.3076,23786.6838,680
26958.1772,105778.4302,1525.7312,0.3736,2.0341,0.3022,40929.6227,2.0377,0.3076,23786.2276,680
26951.7076,105835.3893,1525.6548,0.376,2.0341,0.3022,40841.4272,2.0377,0.3076,23785.7716,680
26945.2263,105892.3459,1525.5783,0.3784,2.0341,0.3022,40753.2346,2.0377,0.3076,23785.3156,680
26938.7333,105949.3,1525.5016,0.3808,2.0341,0.3022,40665.045,2.0377,0.3075,23784.8598,680
26932.2287,106006.2518,1525.4249,0.3833,2.0341,0.3022,40576.8585,2.0377,0.3075,23784.404,680
26925.7124,106063.2011,1525.3481,0.3857,2.0341,0.3022,40488.675,2.0377,0.3075,23783.9484,680
26919.1845,106120.1481,1525.2711,0.3881,2.0342,0.3022,40400.4946,2.0377,0.3075,23783.4929,680
26912.6452,106177.0926,1525.1941,0.3905,2.0342,0.3022,40312.3171,2.0377,0.3075,23783.0375,680
26906.0943,106234.0347,1525.1169,0.3929,2.0342,0.3022,40224.1428,2.0377,0.3075,23782.5822,680
26899.532,106290.9745,1525.0396,0.3953,2.0342,0.3022,40135.9715,2.0377,0.3075,23782.1271,680
26892.9583,106347.9119,1524.9622,0.3977,2.0342,0.3022,40047.8032,2.0377,0.3075,23781.672,680
26886.3732,106404.8469,1524.8847,0.4002,2.0342,0.3022,39959.6381,2.0377,0.3075,23781.2171,680
26879.7769,106461.7795,1524.8071,0.4026,2.0342,0.3023,39871.476,2.0377,0.3075,23780.3076,680
26873.1693,106518.7098,1524.7294,0.405,2.0342,0.3023,39783.3169,2.0377,0.3075,23779.8531,680
26866.5504,106575.6378,1524.6515,0.4074,2.0342,0.3023,39695.161,2.0377,0.3075,23779.8531,680
26859.9204,106632.5634,1524.5736,0.4098,2.0342,0.3023,39607.0081,2.0377,0.3075,23779.3986,680
26853.2793,106689.4867,1524.4955,0.4122,2.0342,0.3023,39518.8584,2.0377,0.3075,23778.9443,680
26846.6271,106746.4077,1524.4173,0.4146,2.0342,0.3023,39430.7117,2.0377,0.3075,23778.49,680
26839.9639,106803.3263,1524.339,0.4171,2.0342,0.3023,39342.5682,2.0377,0.3075,23778.0359,680
26833.2897,106860.2427,1524.2606,0.4195,2.0342,0.3023,39254.4278,2.0377,0.3075,23777.5819,680
26826.6045,106917.1568,1524.182,0.4219,2.0342,0.3023,39166.2905,2.0377,0.3075,23777.128,680
26819.9085,106974.0685,1524.1034,0.4243,2.0342,0.3023,39078.1563,2.0377,0.3075,23776.6743,680
26813.2016,107030.978,1524.0246,0.4267,2.0342,0.3023,38990.0253,2.0377,0.3075,23776.2206,680
26806.4839,107087.8853,1523.9457,0.4291,2.0342,0.3023,38901.8974,2.0377,0.3075,23775.7671,680
26799.7554,107144.7902,1523.8666,0.4315,2.0342,0.3023,38813.7726,2.0377,0.3075,23775.3137,680
26793.0162,107201.6929,1523.7875,0.434,2.0343,0.3024,38725.651,2.0377,0.3075,23774.8604,680
26786.2664,107258.5934,1523.7082,0.4364,2.0343,0.3024,38637.5326,2.0377,0.3075,23774.4072,680
26779.5059,107315.4916,1523.6288,0.4388,2.0343,0.3024,38549.4173,2.0376,0.3075,23773.9541,680
26772.7348,107372.3876,1523.5492,0.4412,2.0343,0.3024,38461.3052,2.0376,0.3075,23773.5012,680
26765.9532,107429.2813,1523.4696,0.4436,2.0343,0.3024,38373.1963,2.0376,0.3075,23773.0484,680
26759.1611,107486.1728,1523.3898,0.4461,2.0343,0.3024,38285.0906,2.0376,0.3074,23772.143,680
26752.3586,107543.0622,1523.3099,0.4485,2.0343,0.3024,38196.988,2.0376,0.3074,23772.143,680
26745.5457,107599.9493,1523.2298,0.4509,2.0343,0.3024,38108.8887,2.0376,0.3074,23771.6906,680
26738.7224,107656.8342,1523.1496,0.4533,2.0343,0.3024,38020.7925,2.0376,0.3074,23771.2382,680
26731.8888,107713.7169,1523.0693,0.4557,2.0343,0.3024,37932.6996,2.0376,0.3074,23770.7859,680
26725.0449,107770.5974,1522.9889,0.4581,2.0343,0.3024,37844.6098,2.0376,0.3074,23770.3338,680
26718.1908,107827.4758,1522.9083,0.4606,2.0343,0.3024,37756.5233,2.0376,0.3074,23769.8818,680
26711.3266,107884.352,1522.8276,0.463,2.0343,0.3025,37668.4401,2.0376,0.3074,23769.4299,680
26704.4522,107941.226,1522.7467,0.4654,2.0343,0.3025,37580.36,2.0376,0.3074,23768.9781,680
26697.5677,107998.0978,1522.6658,0.4678,2.0343,0.3025,37492.2832,2.0376,0.3074,23768.0748,680
26690.6732,108054.9675,1522.5846,0.4703,2.0343,0.3025,37404.2097,2.0376,0.3074,23768.0748,680
26683.7688,108111.8351,1522.5034,0.4727,2.0343,0.3025,37316.1394,2.0376,0.3074,23767.6234,680
26676.8543,108168.7005,1522.422,0.4751,2.0343,0.3025,37228.0724,2.0376,0.3074,23767.1721,680
26669.93,108225.5638,1522.3405,0.4775,2.0343,0.3025,37140.0086,2.0376,0.3074,23766.7209,680
26662.9958,108282.425,1522.2588,0.48,2.0344,0.3025,37051.9481,2.0376,0.3074,23766.2698,680
26656.0518,108339.2841,1522.177,0.4824,2.0344,0.3025,36963.8909,2.0376,0.3074,23765.8188,680
26649.098,108396.141,1522.095,0.4848,2.0344,0.3025,36875.837,2.0376,0.3074,23765.3679,680
26642.1345,108452.9959,1522.0129,0.4872,2.0344,0.3025,36787.7864,2.0376,0.3074,23764.9172,680
26635.1613,108509.8486,1521.9307,0.4897,2.0344,0.3025,36699.7391,2.0376,0.3074,23764.4666,680
26628.1785,108566.6993,1521.8483,0.4921,2.0344,0.3025,36611.6951,2.0376,0.3074,23764.016,680
26621.1861,108623.5479,1521.7658,0.4945,2.0344,0.3026,36523.6544,2.0376,0.3074,23763.5656,680
26614.1842,108680.3944,1521.6831,0.497,2.0344,0.3026,36435.617,2.0376,0.3074,23763.1154,680
26607.1728,108737.2388,1521.6003,0.4994,2.0344,0.3026,36347.583,2.0376,0.3074,23762.6652,680
26600.1519,108794.0812,1521.5173,0.5018,2.0344,0.3026,36259.5523,2.0376,0.3074,23762.2151,680
26593.1217,108850.9215,1521.4342,0.5043,2.0344,0.3026,36171.5249,2.0376,0.3074,23761.7652,680
26586.0821,108907.7598,1521.3509,0.5067,2.0344,0.3026,36083.5009,2.0376,0.3074,23761.3154,680
26579.0331,108964.596,1521.2675,0.5091,2.0344,0.3026,35995.4803,2.0376,0.3074,23760.8657,680
26571.9749,109021.4301,1521.184,0.5116,2.0344,0.3026,35907.463,2.0376,0.3074,23760.4161,680
26564.9075,109078.2623,1521.1003,0.514,2.0344,0.3026,35819.4491,2.0376,0.3073,23759.9666,680
26557.8309,109135.0924,1521.0164,0.5164,2.0344,0.3026,35731.4385,2.0376,0.3073,23759.5173,680
26550.7452,109191.9205,1520.9324,0.5189,2.0344,0.3026,35643.4314,2.0376,0.3073,23759.068,680
26543.6504,109248.7465,1520.8482,0.5213,2.0344,0.3026,35555.4276,2.0376,0.3073,23758.6189,680
26536.5465,109305.5706,1520.7639,0.5238,2.0345,0.3027,35467.4273,2.0376,0.3073,23758.1699,680
26529.4337,109362.3927,1520.6794,0.5262,2.0345,0.3027,35379.4303,2.0376,0.3073,23757.721,680
26522.3119,109419.2127,1520.5948,0.5287,2.0345,0.3027,35291.4368,2.0376,0.3073,23757.2723,680
26515.1812,109476.0308,1520.51,0.5311,2.0345,0.3027,35203.4467,2.0376,0.3073,23756.8236,680
26508.0417,109532.8469,1520.425,0.5335,2.0345,0.3027,35115.46,2.0376,0.3073,23756.3751,680
26500.8933,109589.661,1520.3399,0.536,2.0345,0.3027,35027.4768,2.0376,0.3073,23755.9266,680
26493.7362,109646.4731,1520.2546,0.5384,2.0345,0.3027,34939.497,2.0376,0.3073,23755.4783,680
26486.5704,109703.2833,1520.1692,0.5409,2.0345,0.3027,34851.5206,2.0375,0.3073,23755.0301,680
26479.3958,109760.0915,1520.0836,0.5433,2.0345,0.3027,34763.5477,2.0375,0.3073,23754.582,680
26472.2127,109816.8977,1519.9979,0.5458,2.0345,0.3027,34675.5783,2.0375,0.3073,23754.1341,680
26465.021,109873.702,1519.912,0.5483,2.0345,0.3027,34587.6123,2.0375,0.3073,23753.6862,680
26457.8207,109930.5043,1519.8259,0.5507,2.0345,0.3027,34499.6498,2.0375,0.3073,23753.2385,680
26450.612,109987.3047,1519.7396,0.5532,2.0345,0.3027,34411.6908,2.0375,0.3073,23752.7909,680
26443.3948,110044.1032,1519.6532,0.5556,2.0345,0.3028,34323.7353,2.0375,0.3073,23752.3434,680
26436.1692,110100.8997,1519.5667,0.5581,2.0345,0.3028,34235.7833,2.0375,0.3073,23751.896,680
26428.9352,110157.6943,1519.4799,0.5605,2.0345,0.3028,34147.8349,2.0375,0.3073,23751.4488,680
26421.693,110214.487,1519.393,0.563,2.0345,0.3028,34059.8899,2.0375,0.3073,23751.0016,680
26414.4425,110271.2778,1519.3059,0.5655,2.0345,0.3028,33971.9484,2.0375,0.3073,23750.5546,680
26407.1837,110328.0666,1519.2187,0.5679,2.0345,0.3028,33884.0105,2.0375,0.3073,23750.1077,680
26399.9169,110384.8536,1519.1313,0.5704,2.0346,0.3028,33796.0762,2.0375,0.3073,23749.6608,680
26392.6418,110441.6387,1519.0437,0.5729,2.0346,0.3028,33708.1453,2.0375,0.3073,23749.2142,680
26385.3587,110498.4218,1518.9559,0.5753,2.0346,0.3028,33620.2181,2.0375,0.3073,23748.7676,680
26378.0676,110555.2031,1518.868,0.5778,2.0346,0.3028,33532.2944,2.0375,0.3073,23748.3211,680
26370.7685,110611.9825,1518.7799,0.5803,2.0346,0.3028,33444.3742,2.0375,0.3072,23747.8748,680
26363.4614,110668.76,1518.6916,0.5828,2.0346,0.3028,33356.4577,2.0375,0.3072,23747.4286,680
26356.1465,110725.5356,1518.6032,0.5852,2.0346,0.3029,33268.5447,2.0375,0.3072,23746.9825,680
26348.8237,110782.3094,1518.5146,0.5877,2.0346,0.3029,33180.6353,2.0375,0.3072,23746.5365,680
26341.4931,110839.0813,1518.4258,0.5902,2.0346,0.3029,33092.7295,2.0375,0.3072,23746.0906,680
26334.1548,110895.8514,1518.3368,0.5927,2.0346,0.3029,33004.8274,2.0375,0.3072,23745.6449,680
26326.8087,110952.6196,1518.2476,0.5952,2.0346,0.3029,32916.9288,2.0375,0.3072,23745.1992,680
26319.455,111009.3859,1518.1583,0.5976,2.0346,0.3029,32829.0339,2.0375,0.3072,23744.7537,680
26312.0937,111066.1504,1518.0688,0.6001,2.0346,0.3029,32741.1426,2.0375,0.3072,23744.3083,680
26304.7247,111122.9131,1517.9791,0.6026,2.0346,0.3029,32653.255,2.0375,0.3072,23743.863,680
26297.3483,111179.6739,1517.8892,0.6051,2.0346,0.3029,32565.371,2.0375,0.3072,23743.4178,680
26289.9644,111236.4329,1517.7991,0.6076,2.0346,0.3029,32477.4906,2.0375,0.3072,23742.9727,680
26282.5731,111293.1901,1517.7089,0.6101,2.0346,0.3029,32389.6139,2.0375,0.3072,23742.5278,680
26275.1744,111349.9454,1517.6185,0.6126,2.0346,0.3029,32301.7409,2.0375,0.3072,23742.083,680
26267.7683,111406.699,1517.5279,0.6151,2.0347,0.3029,32213.8716,2.0375,0.3072,23741.6383,680
26260.355,111463.4507,1517.4371,0.6176,2.0347,0.303,32126.0059,2.0375,0.3072,23741.1937,680
26252.9344,111520.2006,1517.3461,0.6201,2.0347,0.303,32038.144,2.0375,0.3072,23740.7492,680
26245.5066,111576.9487,1517.2549,0.6226,2.0347,0.303,31950.2858,2.0375,0.3072,23740.3048,680
26238.0717,111633.695,1517.1636,0.6251,2.0347,0.303,31862.4312,2.0375,0.3072,23739.8606,680
26230.6296,111690.4395,1517.072,0.6276,2.0347,0.303,31774.5804,2.0375,0.3072,23739.4164,680
26223.1805,111747.1823,1516.9803,0.6301,2.0347,0.303,31686.7334,2.0375,0.3072,23738.9724,680
26215.7244,111803.9232,1516.8884,0.6326,2.0347,0.303,31598.89,2.0375,0.3072,23738.5285,680
26208.2613,111860.6624,1516.7963,0.6352,2.0347,0.303,31511.0504,2.0375,0.3072,23738.0847,680
26200.7913,111917.3997,1516.7039,0.6377,2.0347,0.303,31423.2146,2.0375,0.3072,23737.1975,680
26193.3145,111974.1353,1516.6114,0.6402,2.0347,0.303,31335.3825,2.0375,0.3072,23737.1975,680
26185.8308,112030.8692,1516.5188,0.6427,2.0347,0.303,31247.5542,2.0375,0.3072,23736.7541,680
26178.3403,112087.6013,1516.4259,0.6453,2.0347,0.303,31159.7297,2.0375,0.3072,23736.3107,680
26170.8431,112144.3316,1516.3328,0.6478,2.0347,0.3031,31071.909,2.0374,0.3071,23739.6253,680
26163.3392,112201.0601,1516.2395,0.6503,2.0347,0.3031,30984.092,2.0374,0.3071,23735.4244,680
26155.8287,112257.7869,1516.146,0.6529,2.0347,0.3031,30896.2789,2.0374,0.3071,23734.9815,680
26148.3116,112314.512,1516.0523,0.6554,2.0347,0.3031,30808.4695,2.0374,0.3071,23734.5386,680
26140.788,112371.2353,1515.9585,0.6579,2.0347,0.3031,30720.664,2.0374,0.3071,23734.0959,680
26133.2578,112427.9568,1515.8644,0.6605,2.0347,0.3031,30632.8624,2.0374,0.3071,23733.6533,680
26125.7212,112484.6767,1515.7701,0.663,2.0348,0.3031,30545.0645,2.0374,0.3071,23733.2107,680
26118.1782,112541.3948,1515.6757,0.6656,2.0348,0.3031,30457.2706,2.0374,0.3071,23732.7684,680
26110.6289,112598.1111,1515.581,0.6681,2.0348,0.3031,30369.4804,2.0374,0.3071,23732.3261,680
26103.0733,112654.8258,1515.4861,0.6707,2.0348,0.3031,30281.6942,2.0374,0.3071,23731.8839,680
26095.5114,112711.5387,1515.391,0.6732,2.0348,0.3031,30193.9118,2.0374,0.3071,23731.4419,680
26087.9432,112768.2499,1515.2957,0.6758,2.0348,0.3031,30106.1332,2.0374,0.3071,23730.9999,680
26080.369,112824.9593,1515.2002,0.6784,2.0348,0.3031,30018.3586,2.0374,0.3071,23730.5581,680
26072.7886,112881.6671,1515.1045,0.681,2.0348,0.3032,29930.5879,2.0374,0.3071,23730.1164,680
26065.2021,112938.3732,1515.0086,0.6825,2.0348,0.3032,29842.8211,2.0374,0.3071,23729.2334,680
26057.6096,112995.0775,1514.9125,0.6853,2.0348,0.3032,29755.0582,2.0374,0.3071,23729.2334,680
26050.0112,113051.7802,1514.8162,0.688,2.0348,0.3032,29667.2992,2.0374,0.3071,23728.792,680
26042.4068,113108.4811,1514.7197,0.6908,2.0348,0.3032,29579.5442,2.0374,0.3071,23728.3508,680
26034.7965,113165.1804,1514.623,0.6935,2.0348,0.3032,29491.7931,2.0374,0.3071,23727.9097,680
26027.1804,113221.878,1514.526,0.6962,2.0348,0.3032,29404.0459,2.0374,0.3071,23727.4687,680
26019.5585,113278.5738,1514.4289,0.6989,2.0348,0.3032,29316.3027,2.0374,0.3071,23727.0278,680
26011.9309,113335.268,1514.3315,0.7016,2.0348,0.3032,29228.5635,2.0374,0.3071,23726.587,680
26004.2976,113391.9606,1514.2339,0.7042,2.0348,0.3032,29140.8283,2.0374,0.3071,23726.1464,680
25996.6586,113448.6514,1514.1361,0.7069,2.0348,0.3032,29053.097,2.0374,0.3071,23725.7058,680
25989.014,113505.3406,1514.0381,0.7095,2.0348,0.3032,28965.3697,2.0374,0.3071,23725.2654,680
25981.364,113562.028,1513.9399,0.7122,2.0349,0.3032,28877.6465,2.0374,0.3071,23724.8251,680
25973.7084,113618.7139,1513.8414,0.7148,2.0349,0.3033,28789.9272,2.0374,0.3071,23724.3849,680
25966.0473,113675.398,1513.7427,0.7175,2.0349,0.3033,28702.212,2.0374,0.3071,23723.9448,680
25958.3809,113732.0805,1513.6438,0.7201,2.0349,0.3033,28614.5009,2.0374,0.307,23723.5049,680
25950.7091,113788.7614,1513.5447,0.7227,2.0349,0.3033,28526.7937,2.0374,0.307,23723.065,680
25943.0321,113845.4405,1513.4454,0.7254,2.0349,0.3033,28439.0906,2.0374,0.307,23722.6253,680
25935.3497,113902.1181,1513.3458,0.728,2.0349,0.3033,28351.3916,2.0374,0.307,23722.1857,680
25927.6622,113958.794,1513.246,0.7307,2.0349,0.3033,28263.6966,2.0374,0.307,23721.7462,680
25919.9696,114015.4682,1513.146,0.7333,2.0349,0.3033,28176.0058,2.0374,0.307,23721.3068,680
25912.2718,114072.1408,1513.0457,0.736,2.0349,0.3033,28088.319,2.0374,0.307,23720.8676,680
25904.569,114128.8117,1512.9452,0.7386,2.0349,0.3033,28000.6363,2.0374,0.307,23720.4284,680
25896.8612,114185.4811,1512.8445,0.7413,2.0349,0.3033,27912.9577,2.0374,0.307,23719.9894,680
25889.1484,114242.1487,1512.7436,0.7439,2.0349,0.3033,27825.2833,2.0374,0.307,23719.5505,680
25881.4308,114298.8148,1512.6424,0.7466,2.0349,0.3034,27737.6129,2.0374,0.307,23719.1117,680
25873.7082,114355.4792,1512.541,0.7493,2.0349,0.3034,27649.9467,2.0374,0.307,23718.673,680
25865.9809,114412.142,1512.4394,0.7519,2.0349,0.3034,27562.2847,2.0374,0.307,23718.2345,680
25858.2488,114468.8032,1512.3376,0.7546,2.0349,0.3034,27474.6268,2.0374,0.307,23717.796,680
25850.5121,114525.4628,1512.2355,0.7573,2.0349,0.3034,27386.973,2.0374,0.307,23717.3577,680
25842.7706,114582.1207,1512.1331,0.76,2.035,0.3034,27299.3235,2.0373,0.307,23716.9195,680
25835.0246,114638.777,1512.0306,0.7627,2.035,0.3034,27211.6781,2.0373,0.307,23716.4814,680
25827.274,114695.4317,1511.9278,0.7653,2.035,0.3034,27124.0369,2.0373,0.307,23716.0434,680
25819.5189,114752.0848,1511.8248,0.768,2.035,0.3034,27036.4,2.0373,0.307,23715.6055,680
25811.7593,114808.7363,1511.7215,0.7707,2.035,0.3034,26948.7672,2.0373,0.307,23715.1677,680
25803.9954,114865.3862,1511.618,0.7721,2.035,0.3034,26861.1387,2.0373,0.307,23714.2926,680
25796.2271,114922.0345,1511.5143,0.775,2.035,0.3034,26773.5144,2.0373,0.307,23714.2926,680
25788.4544,114978.6812,1511.4103,0.778,2.035,0.3034,26685.8943,2.0373,0.307,23713.8552,680
25780.6775,115035.3263,1511.3061,0.7809,2.035,0.3035,26598.2785,2.0373,0.307,23713.4179,680
25772.8964,115091.9698,1511.2017,0.7837,2.035,0.3035,26510.6669,2.0373,0.307,23712.9807,680
25765.1111,115148.6117,1511.097,0.7866,2.035,0.3035,26423.0597,2.0373,0.307,23712.5437,680
25757.3218,115205.252,1510.9921,0.7894,2.035,0.3035,26335.4567,2.0373,0.307,23712.1067,680
25749.5283,115261.8907,1510.8869,0.7922,2.035,0.3035,26247.858,2.0373,0.307,23711.6699,680
25741.7308,115318.5278,1510.7815,0.795,2.035,0.3035,26160.2636,2.0373,0.3069,23711.2332,680
25733.9294,115375.1634,1510.6758,0.7978,2.035,0.3035,26072.6735,2.0373,0.3069,23710.7966,680
25726.1241,115431.7974,1510.5699,0.8006,2.035,0.3035,25985.0877,2.0373,0.3069,23710.3601,680
